Tanggal,Deskripsi,Jumlah (Rp),Kategori,Sub-kategori,Metode Pembayaran,Catatan
2023-03-11,Pembayaran Kesehatan,292847.0,Pengeluaran,Kesehatan,Tunai,
2023-03-11,Pembayaran Belanja,470108.0,Pengeluaran,Belanja,Kartu Kredit,
2023-03-08,Pembayaran Transportasi,417301.0,Pengeluaran,Transportasi,E-Wallet,
2023-03-08,Pembayaran Kesehatan,88819.0,Pengeluaran,Kesehatan,Debit,
2023-03-08,Pembayaran Kesehatan,88819.0,Pengeluaran,Kesehatan,Debit,
2023-03-08,Pembayaran Transportasi,417301.0,Pengeluaran,Transportasi,E-Wallet,
2023-03-07,Pembayaran Hiburan,174126.0,Pengeluaran,Hiburan,E-Wallet,
2023-03-07,Pembayaran Makanan,220070.0,Pengeluaran,Makanan,Transfer Bank,
2023-03-07,Pembayaran Hiburan,174126.0,Pengeluaran,Hiburan,E-Wallet,
2023-03-07,Pembayaran Makanan,220070.0,Pengeluaran,Makanan,Transfer Bank,
2023-03-05,Pembayaran Makanan,286728.0,Pengeluaran,Makanan,E-Wallet,
2023-03-05,Pembayaran Lainnya,486170.0,Pengeluaran,Lainnya,Debit,
2023-03-05,Pembayaran Lainnya,486170.0,Pengeluaran,Lainnya,Debit,
2023-03-05,Pembayaran Makanan,286728.0,Pengeluaran,Makanan,E-Wallet,
2023-03-04,Pembayaran Makanan,404908.0,Pengeluaran,Makanan,Debit,
2023-03-04,Pembayaran Makanan,404908.0,Pengeluaran,Makanan,Debit,
2023-03-03,Pembayaran Belanja,477218.0,Pengeluaran,Belanja,Debit,
2023-03-03,Pembayaran Hiburan,245460.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-03-03,Pembayaran Kesehatan,259559.0,Pengeluaran,Kesehatan,E-Wallet,
2023-03-03,Pembayaran Kesehatan,259559.0,Pengeluaran,Kesehatan,E-Wallet,
2023-03-03,Pembayaran Hiburan,245460.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-03-03,Pembayaran Belanja,477218.0,Pengeluaran,Belanja,Debit,
2023-03-02,Pembayaran Makanan,71353.0,Pengeluaran,Makanan,Kartu Kredit,
2023-03-02,Pembayaran Makanan,71353.0,Pengeluaran,Makanan,Kartu Kredit,
2023-03-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-03-01,Pembayaran Lainnya,266528.0,Pengeluaran,Lainnya,Transfer Bank,
2023-03-01,Pembayaran Lainnya,266528.0,Pengeluaran,Lainnya,Transfer Bank,
2023-03-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-02-27,Pembayaran Belanja,240652.0,Pengeluaran,Belanja,Debit,
2023-02-27,Pembayaran Makanan,315480.0,Pengeluaran,Makanan,Debit,
2023-02-27,Pembayaran Kesehatan,295661.0,Pengeluaran,Kesehatan,E-Wallet,
2023-02-27,Pembayaran Makanan,315480.0,Pengeluaran,Makanan,Debit,
2023-02-27,Pembayaran Belanja,240652.0,Pengeluaran,Belanja,Debit,
2023-02-27,Pembayaran Kesehatan,295661.0,Pengeluaran,Kesehatan,E-Wallet,
2023-02-25,Pembayaran Transportasi,422897.0,Pengeluaran,Transportasi,Tunai,
2023-02-25,Pembayaran Transportasi,422897.0,Pengeluaran,Transportasi,Tunai,
2023-02-23,Pembayaran Transportasi,184653.0,Pengeluaran,Transportasi,E-Wallet,
2023-02-23,Pembayaran Transportasi,429124.0,Pengeluaran,Transportasi,Tunai,
2023-02-23,Pembayaran Kesehatan,91920.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-02-23,Pembayaran Kesehatan,91920.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-02-23,Pembayaran Transportasi,429124.0,Pengeluaran,Transportasi,Tunai,
2023-02-23,Pembayaran Transportasi,184653.0,Pengeluaran,Transportasi,E-Wallet,
2023-02-22,Pembayaran Transportasi,299124.0,Pengeluaran,Transportasi,Debit,
2023-02-22,Pembayaran Belanja,458484.0,Pengeluaran,Belanja,E-Wallet,
2023-02-22,Pembayaran Belanja,217084.0,Pengeluaran,Belanja,Kartu Kredit,
2023-02-22,Pembayaran Belanja,458484.0,Pengeluaran,Belanja,E-Wallet,
2023-02-22,Pembayaran Transportasi,299124.0,Pengeluaran,Transportasi,Debit,
2023-02-22,Pembayaran Belanja,217084.0,Pengeluaran,Belanja,Kartu Kredit,
2023-02-21,Pembayaran Transportasi,15717.0,Pengeluaran,Transportasi,Transfer Bank,
2023-02-21,Pembayaran Transportasi,15717.0,Pengeluaran,Transportasi,Transfer Bank,
2023-02-19,Pembayaran Makanan,453636.0,Pengeluaran,Makanan,Transfer Bank,
2023-02-19,Pembayaran Belanja,16156.0,Pengeluaran,Belanja,Kartu Kredit,
2023-02-19,Pembayaran Belanja,16156.0,Pengeluaran,Belanja,Kartu Kredit,
2023-02-19,Pembayaran Makanan,453636.0,Pengeluaran,Makanan,Transfer Bank,
2023-02-18,Pembayaran Belanja,312143.0,Pengeluaran,Belanja,E-Wallet,
2023-02-18,Pembayaran Belanja,30399.0,Pengeluaran,Belanja,E-Wallet,
2023-02-18,Pembayaran Belanja,312143.0,Pengeluaran,Belanja,E-Wallet,
2023-02-18,Pembayaran Belanja,30399.0,Pengeluaran,Belanja,E-Wallet,
2023-02-17,Pembayaran Belanja,183299.0,Pengeluaran,Belanja,Kartu Kredit,
2023-02-17,Pembayaran Makanan,164363.0,Pengeluaran,Makanan,Tunai,
2023-02-17,Pembayaran Hiburan,10104.0,Pengeluaran,Hiburan,Transfer Bank,
2023-02-17,Pembayaran Belanja,183299.0,Pengeluaran,Belanja,Kartu Kredit,
2023-02-17,Pembayaran Hiburan,10104.0,Pengeluaran,Hiburan,Transfer Bank,
2023-02-17,Pembayaran Makanan,164363.0,Pengeluaran,Makanan,Tunai,
2023-02-16,Pembayaran Hiburan,424913.0,Pengeluaran,Hiburan,Transfer Bank,
2023-02-16,Pembayaran Lainnya,108741.0,Pengeluaran,Lainnya,E-Wallet,
2023-02-16,Pembayaran Transportasi,237046.0,Pengeluaran,Transportasi,Debit,
2023-02-16,Pembayaran Hiburan,424913.0,Pengeluaran,Hiburan,Transfer Bank,
2023-02-16,Pembayaran Transportasi,237046.0,Pengeluaran,Transportasi,Debit,
2023-02-16,Pembayaran Lainnya,108741.0,Pengeluaran,Lainnya,E-Wallet,
2023-02-15,Pembayaran Transportasi,285975.0,Pengeluaran,Transportasi,Debit,
2023-02-15,Pembayaran Transportasi,285975.0,Pengeluaran,Transportasi,Debit,
2023-02-13,Pembayaran Makanan,141454.0,Pengeluaran,Makanan,Debit,
2023-02-13,Pembayaran Makanan,141454.0,Pengeluaran,Makanan,Debit,
2023-02-12,Pembayaran Belanja,355886.0,Pengeluaran,Belanja,E-Wallet,
2023-02-12,Pembayaran Belanja,355886.0,Pengeluaran,Belanja,E-Wallet,
2023-02-09,Pembayaran Makanan,407191.0,Pengeluaran,Makanan,Transfer Bank,
2023-02-09,Pembayaran Transportasi,287214.0,Pengeluaran,Transportasi,E-Wallet,
2023-02-09,Pembayaran Hiburan,342258.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-02-09,Pembayaran Makanan,407191.0,Pengeluaran,Makanan,Transfer Bank,
2023-02-09,Pembayaran Hiburan,342258.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-02-09,Pembayaran Transportasi,287214.0,Pengeluaran,Transportasi,E-Wallet,
2023-02-08,Pembayaran Transportasi,480093.0,Pengeluaran,Transportasi,Transfer Bank,
2023-02-08,Pembayaran Belanja,320990.0,Pengeluaran,Belanja,Transfer Bank,
2023-02-08,Pembayaran Makanan,275180.0,Pengeluaran,Makanan,Tunai,
2023-02-08,Pembayaran Makanan,275180.0,Pengeluaran,Makanan,Tunai,
2023-02-08,Pembayaran Transportasi,480093.0,Pengeluaran,Transportasi,Transfer Bank,
2023-02-08,Pembayaran Belanja,320990.0,Pengeluaran,Belanja,Transfer Bank,
2023-02-07,Pembayaran Makanan,430699.0,Pengeluaran,Makanan,Kartu Kredit,
2023-02-07,Pembayaran Transportasi,219057.0,Pengeluaran,Transportasi,Transfer Bank,
2023-02-07,Pembayaran Kesehatan,418180.0,Pengeluaran,Kesehatan,Debit,
2023-02-07,Pembayaran Makanan,430699.0,Pengeluaran,Makanan,Kartu Kredit,
2023-02-07,Pembayaran Kesehatan,418180.0,Pengeluaran,Kesehatan,Debit,
2023-02-07,Pembayaran Transportasi,219057.0,Pengeluaran,Transportasi,Transfer Bank,
2023-02-05,Pembayaran Makanan,110169.0,Pengeluaran,Makanan,Kartu Kredit,
2023-02-05,Pembayaran Kesehatan,121302.0,Pengeluaran,Kesehatan,Debit,
2023-02-05,Pembayaran Kesehatan,121302.0,Pengeluaran,Kesehatan,Debit,
2023-02-05,Pembayaran Makanan,110169.0,Pengeluaran,Makanan,Kartu Kredit,
2023-02-03,Pembayaran Transportasi,70273.0,Pengeluaran,Transportasi,Tunai,
2023-02-03,Pembayaran Kesehatan,369963.0,Pengeluaran,Kesehatan,Debit,
2023-02-03,Pembayaran Belanja,86983.0,Pengeluaran,Belanja,Transfer Bank,
2023-02-03,Pembayaran Kesehatan,369963.0,Pengeluaran,Kesehatan,Debit,
2023-02-03,Pembayaran Belanja,86983.0,Pengeluaran,Belanja,Transfer Bank,
2023-02-03,Pembayaran Transportasi,70273.0,Pengeluaran,Transportasi,Tunai,
2023-02-02,Pembayaran Makanan,36893.0,Pengeluaran,Makanan,E-Wallet,
2023-02-02,Pembayaran Transportasi,309679.0,Pengeluaran,Transportasi,Tunai,
2023-02-02,Pembayaran Hiburan,479835.0,Pengeluaran,Hiburan,Transfer Bank,
2023-02-02,Pembayaran Makanan,36893.0,Pengeluaran,Makanan,E-Wallet,
2023-02-02,Pembayaran Hiburan,479835.0,Pengeluaran,Hiburan,Transfer Bank,
2023-02-02,Pembayaran Transportasi,309679.0,Pengeluaran,Transportasi,Tunai,
2023-02-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-02-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-01-29,Pembayaran Transportasi,38775.0,Pengeluaran,Transportasi,Tunai,
2023-01-29,Pembayaran Hiburan,438875.0,Pengeluaran,Hiburan,Debit,
2023-01-29,Pembayaran Lainnya,281871.0,Pengeluaran,Lainnya,Transfer Bank,
2023-01-29,Pembayaran Lainnya,281871.0,Pengeluaran,Lainnya,Transfer Bank,
2023-01-29,Pembayaran Hiburan,438875.0,Pengeluaran,Hiburan,Debit,
2023-01-29,Pembayaran Transportasi,38775.0,Pengeluaran,Transportasi,Tunai,
2023-01-28,Pembayaran Belanja,85491.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-28,Pembayaran Belanja,85491.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-27,Pembayaran Hiburan,65946.0,Pengeluaran,Hiburan,Transfer Bank,
2023-01-27,Pembayaran Hiburan,336755.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-01-27,Pembayaran Hiburan,336755.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-01-27,Pembayaran Hiburan,65946.0,Pengeluaran,Hiburan,Transfer Bank,
2023-01-25,Pembayaran Makanan,137569.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-25,Pembayaran Makanan,137569.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-24,Pembayaran Lainnya,213076.0,Pengeluaran,Lainnya,Transfer Bank,
2023-01-24,Pembayaran Lainnya,213076.0,Pengeluaran,Lainnya,Transfer Bank,
2023-01-23,Pembayaran Transportasi,379404.0,Pengeluaran,Transportasi,Transfer Bank,
2023-01-23,Pembayaran Belanja,227332.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-23,Pembayaran Belanja,227332.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-23,Pembayaran Transportasi,379404.0,Pengeluaran,Transportasi,Transfer Bank,
2023-01-22,Pembayaran Makanan,25347.0,Pengeluaran,Makanan,E-Wallet,
2023-01-22,Pembayaran Makanan,25347.0,Pengeluaran,Makanan,E-Wallet,
2023-01-20,Pembayaran Makanan,73050.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-20,Pembayaran Belanja,256328.0,Pengeluaran,Belanja,Tunai,
2023-01-20,Pembayaran Hiburan,77209.0,Pengeluaran,Hiburan,Tunai,
2023-01-20,Pembayaran Belanja,256328.0,Pengeluaran,Belanja,Tunai,
2023-01-20,Pembayaran Hiburan,77209.0,Pengeluaran,Hiburan,Tunai,
2023-01-20,Pembayaran Makanan,73050.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-19,Pembayaran Belanja,399547.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-19,Pembayaran Lainnya,496792.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-01-19,Pembayaran Makanan,425912.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-19,Pembayaran Makanan,425912.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-19,Pembayaran Lainnya,496792.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-01-19,Pembayaran Belanja,399547.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-18,Pembayaran Transportasi,379071.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-01-18,Pembayaran Belanja,166475.0,Pengeluaran,Belanja,E-Wallet,
2023-01-18,Pembayaran Belanja,166475.0,Pengeluaran,Belanja,E-Wallet,
2023-01-18,Pembayaran Transportasi,379071.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-01-17,Pembayaran Kesehatan,209611.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-01-17,Pembayaran Lainnya,117761.0,Pengeluaran,Lainnya,Debit,
2023-01-17,Pembayaran Hiburan,206765.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-17,Pembayaran Kesehatan,209611.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-01-17,Pembayaran Lainnya,117761.0,Pengeluaran,Lainnya,Debit,
2023-01-17,Pembayaran Hiburan,206765.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-16,Pembayaran Hiburan,128464.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-16,Pembayaran Hiburan,128464.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-15,Pembayaran Kesehatan,40080.0,Pengeluaran,Kesehatan,E-Wallet,
2023-01-15,Pembayaran Belanja,27927.0,Pengeluaran,Belanja,Debit,
2023-01-15,Pembayaran Kesehatan,40080.0,Pengeluaran,Kesehatan,E-Wallet,
2023-01-15,Pembayaran Belanja,27927.0,Pengeluaran,Belanja,Debit,
2023-01-12,Pembayaran Lainnya,479460.0,Pengeluaran,Lainnya,Debit,
2023-01-12,Pembayaran Makanan,455376.0,Pengeluaran,Makanan,Debit,
2023-01-12,Pembayaran Lainnya,121478.0,Pengeluaran,Lainnya,Tunai,
2023-01-12,Pembayaran Makanan,455376.0,Pengeluaran,Makanan,Debit,
2023-01-12,Pembayaran Lainnya,121478.0,Pengeluaran,Lainnya,Tunai,
2023-01-12,Pembayaran Lainnya,479460.0,Pengeluaran,Lainnya,Debit,
2023-01-11,Pembayaran Hiburan,385330.0,Pengeluaran,Hiburan,Transfer Bank,
2023-01-11,Pembayaran Hiburan,385330.0,Pengeluaran,Hiburan,Transfer Bank,
2023-01-10,Pembayaran Belanja,57691.0,Pengeluaran,Belanja,Tunai,
2023-01-10,Pembayaran Belanja,57691.0,Pengeluaran,Belanja,Tunai,
2023-01-08,Pembayaran Hiburan,309414.0,Pengeluaran,Hiburan,Transfer Bank,
2023-01-08,Pembayaran Hiburan,309414.0,Pengeluaran,Hiburan,Transfer Bank,
2023-01-06,Pembayaran Lainnya,443624.0,Pengeluaran,Lainnya,E-Wallet,
2023-01-06,Pembayaran Makanan,454539.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-06,Pembayaran Lainnya,443624.0,Pengeluaran,Lainnya,E-Wallet,
2023-01-06,Pembayaran Makanan,454539.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-05,Pembayaran Transportasi,222654.0,Pengeluaran,Transportasi,Debit,
2023-01-05,Pembayaran Belanja,13879.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-05,Pembayaran Hiburan,198962.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-05,Pembayaran Belanja,13879.0,Pengeluaran,Belanja,Transfer Bank,
2023-01-05,Pembayaran Transportasi,222654.0,Pengeluaran,Transportasi,Debit,
2023-01-05,Pembayaran Hiburan,198962.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-04,Pembayaran Makanan,137721.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-04,Pembayaran Hiburan,13275.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-04,Pembayaran Belanja,103519.0,Pengeluaran,Belanja,Kartu Kredit,
2023-01-04,Pembayaran Makanan,137721.0,Pengeluaran,Makanan,Transfer Bank,
2023-01-04,Pembayaran Hiburan,13275.0,Pengeluaran,Hiburan,E-Wallet,
2023-01-04,Pembayaran Belanja,103519.0,Pengeluaran,Belanja,Kartu Kredit,
2023-01-03,Pembayaran Belanja,49348.0,Pengeluaran,Belanja,Tunai,
2023-01-03,Pembayaran Belanja,49348.0,Pengeluaran,Belanja,Tunai,
2023-01-02,Pembayaran Lainnya,380403.0,Pengeluaran,Lainnya,E-Wallet,
2023-01-02,Pembayaran Lainnya,235310.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-01-02,Pembayaran Hiburan,88567.0,Pengeluaran,Hiburan,Debit,
2023-01-02,Pembayaran Lainnya,380403.0,Pengeluaran,Lainnya,E-Wallet,
2023-01-02,Pembayaran Lainnya,235310.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-01-02,Pembayaran Hiburan,88567.0,Pengeluaran,Hiburan,Debit,
2023-01-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-01-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2022-12-30,Pembayaran Transportasi,354503.0,Pengeluaran,Transportasi,Debit,
2022-12-30,Pembayaran Kesehatan,382383.0,Pengeluaran,Kesehatan,E-Wallet,
2022-12-30,Pembayaran Transportasi,354503.0,Pengeluaran,Transportasi,Debit,
2022-12-30,Pembayaran Kesehatan,382383.0,Pengeluaran,Kesehatan,E-Wallet,
2022-12-28,Pembayaran Hiburan,15494.0,Pengeluaran,Hiburan,Transfer Bank,
2022-12-28,Pembayaran Kesehatan,23699.0,Pengeluaran,Kesehatan,Tunai,
2022-12-28,Pembayaran Transportasi,197961.0,Pengeluaran,Transportasi,E-Wallet,
2022-12-28,Pembayaran Kesehatan,23699.0,Pengeluaran,Kesehatan,Tunai,
2022-12-28,Pembayaran Transportasi,197961.0,Pengeluaran,Transportasi,E-Wallet,
2022-12-28,Pembayaran Hiburan,15494.0,Pengeluaran,Hiburan,Transfer Bank,
2022-12-24,Pembayaran Belanja,232007.0,Pengeluaran,Belanja,Transfer Bank,
2022-12-24,Pembayaran Hiburan,20758.0,Pengeluaran,Hiburan,Tunai,
2022-12-24,Pembayaran Belanja,232007.0,Pengeluaran,Belanja,Transfer Bank,
2022-12-24,Pembayaran Hiburan,20758.0,Pengeluaran,Hiburan,Tunai,
2022-12-23,Pembayaran Hiburan,387808.0,Pengeluaran,Hiburan,E-Wallet,
2022-12-23,Pembayaran Hiburan,387808.0,Pengeluaran,Hiburan,E-Wallet,
2022-12-21,Pembayaran Belanja,350034.0,Pengeluaran,Belanja,Kartu Kredit,
2022-12-21,Pembayaran Belanja,350034.0,Pengeluaran,Belanja,Kartu Kredit,
2022-12-19,Pembayaran Hiburan,49062.0,Pengeluaran,Hiburan,Tunai,
2022-12-19,Pembayaran Hiburan,49062.0,Pengeluaran,Hiburan,Tunai,
2022-12-18,Pembayaran Hiburan,131498.0,Pengeluaran,Hiburan,E-Wallet,
2022-12-18,Pembayaran Lainnya,290224.0,Pengeluaran,Lainnya,Kartu Kredit,
2022-12-18,Pembayaran Hiburan,131498.0,Pengeluaran,Hiburan,E-Wallet,
2022-12-18,Pembayaran Transportasi,64179.0,Pengeluaran,Transportasi,Tunai,
2022-12-18,Pembayaran Lainnya,290224.0,Pengeluaran,Lainnya,Kartu Kredit,
2022-12-18,Pembayaran Transportasi,64179.0,Pengeluaran,Transportasi,Tunai,
2022-12-17,Pembayaran Transportasi,45974.0,Pengeluaran,Transportasi,E-Wallet,
2022-12-17,Pembayaran Transportasi,495058.0,Pengeluaran,Transportasi,Debit,
2022-12-17,Pembayaran Transportasi,495058.0,Pengeluaran,Transportasi,Debit,
2022-12-17,Pembayaran Transportasi,45974.0,Pengeluaran,Transportasi,E-Wallet,
2022-12-16,Pembayaran Lainnya,63397.0,Pengeluaran,Lainnya,Debit,
2022-12-16,Pembayaran Makanan,95832.0,Pengeluaran,Makanan,Transfer Bank,
2022-12-16,Pembayaran Lainnya,63397.0,Pengeluaran,Lainnya,Debit,
2022-12-16,Pembayaran Makanan,95832.0,Pengeluaran,Makanan,Transfer Bank,
2022-12-15,Pembayaran Hiburan,350112.0,Pengeluaran,Hiburan,Transfer Bank,
2022-12-15,Pembayaran Kesehatan,65354.0,Pengeluaran,Kesehatan,Debit,
2022-12-15,Pembayaran Hiburan,350112.0,Pengeluaran,Hiburan,Transfer Bank,
2022-12-15,Pembayaran Kesehatan,65354.0,Pengeluaran,Kesehatan,Debit,
2022-12-13,Pembayaran Hiburan,465370.0,Pengeluaran,Hiburan,Kartu Kredit,
2022-12-13,Pembayaran Lainnya,78804.0,Pengeluaran,Lainnya,Transfer Bank,
2022-12-13,Pembayaran Belanja,159377.0,Pengeluaran,Belanja,Tunai,
2022-12-13,Pembayaran Lainnya,78804.0,Pengeluaran,Lainnya,Transfer Bank,
2022-12-13,Pembayaran Hiburan,465370.0,Pengeluaran,Hiburan,Kartu Kredit,
2022-12-13,Pembayaran Belanja,159377.0,Pengeluaran,Belanja,Tunai,
2022-12-12,Pembayaran Lainnya,315805.0,Pengeluaran,Lainnya,E-Wallet,
2022-12-12,Pembayaran Transportasi,217707.0,Pengeluaran,Transportasi,Transfer Bank,
2022-12-12,Pembayaran Transportasi,433715.0,Pengeluaran,Transportasi,Transfer Bank,
2022-12-12,Pembayaran Lainnya,315805.0,Pengeluaran,Lainnya,E-Wallet,
2022-12-12,Pembayaran Transportasi,217707.0,Pengeluaran,Transportasi,Transfer Bank,
2022-12-12,Pembayaran Transportasi,433715.0,Pengeluaran,Transportasi,Transfer Bank,
2022-12-11,Pembayaran Kesehatan,388987.0,Pengeluaran,Kesehatan,E-Wallet,
2022-12-11,Pembayaran Kesehatan,264963.0,Pengeluaran,Kesehatan,E-Wallet,
2022-12-11,Pembayaran Kesehatan,388987.0,Pengeluaran,Kesehatan,E-Wallet,
2022-12-11,Pembayaran Kesehatan,264963.0,Pengeluaran,Kesehatan,E-Wallet,
2022-12-10,Pembayaran Belanja,335000.0,Pengeluaran,Belanja,Debit,
2022-12-10,Pembayaran Belanja,439838.0,Pengeluaran,Belanja,Transfer Bank,
2022-12-10,Pembayaran Transportasi,38841.0,Pengeluaran,Transportasi,Transfer Bank,
2022-12-10,Pembayaran Belanja,335000.0,Pengeluaran,Belanja,Debit,
2022-12-10,Pembayaran Belanja,439838.0,Pengeluaran,Belanja,Transfer Bank,
2022-12-10,Pembayaran Transportasi,38841.0,Pengeluaran,Transportasi,Transfer Bank,
2022-12-09,Pembayaran Belanja,325010.0,Pengeluaran,Belanja,Debit,
2022-12-09,Pembayaran Belanja,325010.0,Pengeluaran,Belanja,Debit,
2022-12-08,Pembayaran Hiburan,400217.0,Pengeluaran,Hiburan,E-Wallet,
2022-12-08,Pembayaran Hiburan,400217.0,Pengeluaran,Hiburan,E-Wallet,
2022-12-07,Pembayaran Belanja,112888.0,Pengeluaran,Belanja,Kartu Kredit,
2022-12-07,Pembayaran Belanja,171851.0,Pengeluaran,Belanja,Tunai,
2022-12-07,Pembayaran Belanja,171851.0,Pengeluaran,Belanja,Tunai,
2022-12-07,Pembayaran Belanja,112888.0,Pengeluaran,Belanja,Kartu Kredit,
2022-12-05,Pembayaran Makanan,163531.0,Pengeluaran,Makanan,Kartu Kredit,
2022-12-05,Pembayaran Makanan,163531.0,Pengeluaran,Makanan,Kartu Kredit,
2022-12-04,Pembayaran Makanan,489217.0,Pengeluaran,Makanan,Kartu Kredit,
2022-12-04,Pembayaran Transportasi,99444.0,Pengeluaran,Transportasi,Tunai,
2022-12-04,Pembayaran Makanan,489217.0,Pengeluaran,Makanan,Kartu Kredit,
2022-12-04,Pembayaran Transportasi,99444.0,Pengeluaran,Transportasi,Tunai,
2022-12-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2022-12-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2022-11-30,Pembayaran Hiburan,244068.0,Pengeluaran,Hiburan,Kartu Kredit,
2022-11-30,Pembayaran Transportasi,422200.0,Pengeluaran,Transportasi,Tunai,
2022-11-30,Pembayaran Lainnya,162461.0,Pengeluaran,Lainnya,Tunai,
2022-11-30,Pembayaran Transportasi,422200.0,Pengeluaran,Transportasi,Tunai,
2022-11-30,Pembayaran Hiburan,244068.0,Pengeluaran,Hiburan,Kartu Kredit,
2022-11-30,Pembayaran Lainnya,162461.0,Pengeluaran,Lainnya,Tunai,
2022-11-29,Pembayaran Makanan,309231.0,Pengeluaran,Makanan,Tunai,
2022-11-29,Pembayaran Makanan,309231.0,Pengeluaran,Makanan,Tunai,
2022-11-28,Pembayaran Transportasi,395380.0,Pengeluaran,Transportasi,Tunai,
2022-11-28,Pembayaran Kesehatan,304996.0,Pengeluaran,Kesehatan,Transfer Bank,
2022-11-28,Pembayaran Transportasi,395380.0,Pengeluaran,Transportasi,Tunai,
2022-11-28,Pembayaran Kesehatan,304996.0,Pengeluaran,Kesehatan,Transfer Bank,
2022-11-25,Pembayaran Belanja,176248.0,Pengeluaran,Belanja,Kartu Kredit,
2022-11-25,Pembayaran Kesehatan,348621.0,Pengeluaran,Kesehatan,Debit,
2022-11-25,Pembayaran Transportasi,473291.0,Pengeluaran,Transportasi,Debit,
2022-11-25,Pembayaran Kesehatan,348621.0,Pengeluaran,Kesehatan,Debit,
2022-11-25,Pembayaran Belanja,176248.0,Pengeluaran,Belanja,Kartu Kredit,
2022-11-25,Pembayaran Transportasi,473291.0,Pengeluaran,Transportasi,Debit,
2022-11-23,Pembayaran Transportasi,122531.0,Pengeluaran,Transportasi,E-Wallet,
2022-11-23,Pembayaran Makanan,152216.0,Pengeluaran,Makanan,E-Wallet,
2022-11-23,Pembayaran Kesehatan,324333.0,Pengeluaran,Kesehatan,Tunai,
2022-11-23,Pembayaran Kesehatan,324333.0,Pengeluaran,Kesehatan,Tunai,
2022-11-23,Pembayaran Transportasi,122531.0,Pengeluaran,Transportasi,E-Wallet,
2022-11-23,Pembayaran Makanan,152216.0,Pengeluaran,Makanan,E-Wallet,
2022-11-21,Pembayaran Hiburan,277593.0,Pengeluaran,Hiburan,Kartu Kredit,
2022-11-21,Pembayaran Transportasi,72192.0,Pengeluaran,Transportasi,Transfer Bank,
2022-11-21,Pembayaran Transportasi,72192.0,Pengeluaran,Transportasi,Transfer Bank,
2022-11-21,Pembayaran Hiburan,277593.0,Pengeluaran,Hiburan,Kartu Kredit,
2022-11-20,Pembayaran Makanan,287855.0,Pengeluaran,Makanan,Transfer Bank,
2022-11-20,Pembayaran Makanan,287855.0,Pengeluaran,Makanan,Transfer Bank,
2022-11-16,Pembayaran Lainnya,344831.0,Pengeluaran,Lainnya,Debit,
2022-11-16,Pembayaran Lainnya,344831.0,Pengeluaran,Lainnya,Debit,
2022-11-15,Pembayaran Makanan,21463.0,Pengeluaran,Makanan,Tunai,
